year,team_raw,jersey,name,position,position_group,born,age_at_tournament,club_name,club_country,caps_at_start,national_goals_at_start
2002,Mexico,21.0,Jesús Arellano,FW,FW,1973-05-08,29.0,Monterrey,Mexico,,
2002,Mexico,22.0,Alberto Rodríguez,DF,DF,1974-04-01,28.0,Pachuca,Mexico,,
2002,Mexico,23.0,Jorge Campos,GK,GK,1966-10-15,35.0,UNAM,Mexico,,
2002,Nigeria,1.0,Ike Shorunmu,GK,GK,1967-10-16,34.0,Lucerne,,,
2002,Nigeria,2.0,Joseph Yobo,DF,DF,1980-09-06,21.0,Marseille,France,,
2002,Nigeria,3.0,Celestine Babayaro,DF,DF,1978-08-29,23.0,Chelsea,England,,
2002,Nigeria,4.0,Nwankwo Kanu,FW,FW,1976-08-01,25.0,Arsenal,England,,
2002,Nigeria,5.0,Isaac Okoronkwo,DF,DF,1978-05-01,24.0,Shakhtar Donetsk,Ukraine,,
2002,Nigeria,6.0,Taribo West,DF,DF,1974-03-26,28.0,1. FC Kaiserslautern,Germany,,
2002,Nigeria,7.0,Pius Ikedia,MF,MF,1980-07-11,21.0,Ajax,Netherlands,,
2002,Nigeria,8.0,Mutiu Adepoju,MF,MF,1970-12-22,31.0,Salamanca,,,
2002,Nigeria,9.0,Bartholomew Ogbeche,FW,FW,1984-10-01,17.0,Paris Saint-Germain,France,,
2002,Nigeria,10.0,Jay-Jay Okocha,MF,MF,1973-08-14,28.0,Paris Saint-Germain,France,,
2002,Nigeria,11.0,Garba Lawal,MF,MF,1974-05-22,28.0,Roda JC,,,
2002,Nigeria,12.0,Austin Ejide,GK,GK,1984-04-08,18.0,Gabros International,,,
2002,Nigeria,13.0,Rabiu Afolabi,DF,DF,1980-04-18,22.0,Standard Liège,Belgium,,
2002,Nigeria,14.0,Ifeanyi Udeze,DF,DF,1980-07-21,21.0,PAOK,Greece,,
2002,Nigeria,15.0,Justice Christopher,MF,MF,1981-12-24,20.0,Antwerp,Belgium,,
2002,Nigeria,16.0,Efe Sodje,DF,DF,1972-10-05,29.0,Crewe Alexandra,,,
2002,Nigeria,17.0,Julius Aghahowa,FW,FW,1982-02-12,20.0,Shakhtar Donetsk,Ukraine,,
2002,Nigeria,18.0,Benedict Akwuegbu,FW,FW,1974-11-03,27.0,Shenyang Jinde,,,
2002,Nigeria,19.0,Eric Ejiofor,DF,DF,1979-07-21,22.0,Maccabi Haifa,,,
2002,Nigeria,20.0,James Obiorah,MF,MF,1978-08-24,23.0,Lokomotiv Moscow,Russia,,
2002,Nigeria,21.0,John Utaka,MF,MF,1982-01-08,20.0,Al Sadd,Qatar,,
2002,Nigeria,22.0,Vincent Enyeama,GK,GK,1982-08-29,19.0,Enyimba,Nigeria,,
2002,Nigeria,23.0,Femi Opabunmi,MF,MF,1985-03-03,17.0,Ibadan,,,
2002,Paraguay,1.0,José Luis Chilavert,GK,GK,1965-07-27,36.0,Strasbourg,France,,
2002,Paraguay,2.0,Francisco Arce,DF,DF,1971-04-02,31.0,Palmeiras,Brazil,,
2002,Paraguay,3.0,Pedro Sarabia,DF,DF,1975-07-05,26.0,River Plate,Argentina,,
2002,Paraguay,4.0,Carlos Gamarra,DF,DF,1971-02-17,31.0,AEK Athens,Greece,,
2002,Paraguay,5.0,Celso Ayala,DF,DF,1970-08-20,31.0,River Plate,Argentina,,
2002,Paraguay,6.0,Estanislao Struway,MF,MF,1968-06-25,33.0,Libertad,Paraguay,,
2002,Paraguay,7.0,Richart Báez,FW,FW,1973-07-31,28.0,Olimpia,Paraguay,,
2002,Paraguay,8.0,Guido Alvarenga,MF,MF,1970-08-24,31.0,Léon,,,
2002,Paraguay,9.0,Roque Santa Cruz,FW,FW,1981-08-16,20.0,Bayern Munich,Germany,,
2002,Paraguay,10.0,Roberto Acuña,MF,MF,1972-03-25,30.0,Zaragoza,Spain,,
2002,Paraguay,11.0,Jorge Luis Campos,FW,FW,1970-08-11,31.0,Universidad Católica,Chile,,
2002,Paraguay,12.0,Justo Villar,GK,GK,1977-06-30,24.0,Libertad,Paraguay,,
2002,Paraguay,13.0,Carlos Paredes,MF,MF,1976-07-16,25.0,Porto,Portugal,,
2002,Paraguay,14.0,Diego Gavilán,MF,MF,1980-03-01,22.0,Tecos,,,
2002,Paraguay,15.0,Carlos Bonet,MF,MF,1977-10-02,24.0,Libertad,Paraguay,,
2002,Paraguay,16.0,Gustavo Morínigo,MF,MF,1977-01-23,25.0,Libertad,Paraguay,,
2002,Paraguay,17.0,Juan Carlos Franco,DF,DF,1973-04-17,29.0,Olimpia,Paraguay,,
2002,Paraguay,18.0,Julio César Cáceres,DF,DF,1979-10-05,22.0,Olimpia,Paraguay,,
2002,Paraguay,19.0,Daniel Sanabria,DF,DF,1977-02-08,25.0,Libertad,Paraguay,,
2002,Paraguay,20.0,José Cardozo,FW,FW,1971-03-19,31.0,Toluca,Mexico,,
2002,Paraguay,21.0,Denis Caniza,DF,DF,1974-08-29,27.0,Santos Laguna,Mexico,,
2002,Paraguay,22.0,Ricardo Tavarelli,GK,GK,1970-08-02,31.0,Olimpia,Paraguay,,
2002,Paraguay,23.0,Nelson Cuevas,FW,FW,1980-01-10,22.0,River Plate,Argentina,,
2002,Poland,1.0,Jerzy Dudek,GK,GK,1973-03-23,29.0,Liverpool,England,,
2002,Poland,2.0,Tomasz Kłos,DF,DF,1973-03-07,29.0,1. FC Kaiserslautern,Germany,,
2002,Poland,3.0,Jacek Zieliński,DF,DF,1967-10-10,34.0,Legia Warsaw,Poland,,
2002,Poland,4.0,Michał Żewłakow,DF,DF,1976-04-22,26.0,Mouscron,,,
2002,Poland,5.0,Tomasz Rząsa,DF,DF,1973-03-11,29.0,Feyenoord,Netherlands,,
2002,Poland,6.0,Tomasz Hajto,DF,DF,1972-10-16,29.0,Schalke 04,Germany,,
2002,Poland,7.0,Piotr Świerczewski,MF,MF,1972-04-08,30.0,Marseille,France,,
2002,Poland,8.0,Cezary Kucharski,FW,FW,1972-02-17,30.0,Legia Warsaw,Poland,,
2002,Poland,9.0,Paweł Kryszałowicz,FW,FW,1974-06-23,27.0,Eintracht Frankfurt,Germany,,
2002,Poland,10.0,Radosław Kałużny,MF,MF,1974-02-02,28.0,Energie Cottbus,,,
2002,Poland,11.0,Emmanuel Olisadebe,FW,FW,1978-12-22,23.0,Panathinaikos,Greece,,
2002,Poland,12.0,Radosław Majdan,GK,GK,1972-05-10,30.0,Göztepe,,,
2002,Poland,13.0,Arkadiusz Głowacki,DF,DF,1979-03-13,23.0,Wisła Kraków,Poland,,
2002,Poland,14.0,Marcin Żewłakow,FW,FW,1976-04-22,26.0,Mouscron,,,
2002,Poland,15.0,Tomasz Wałdoch,DF,DF,1971-05-10,31.0,Schalke 04,Germany,,
2002,Poland,16.0,Maciej Murawski,DF,DF,1974-02-20,28.0,Legia Warsaw,Poland,,
2002,Poland,17.0,Arkadiusz Bąk,MF,MF,1974-10-06,27.0,Widzew Łódź,Poland,,
2002,Poland,18.0,Jacek Krzynówek,FW,FW,1976-05-15,26.0,1. FC Nürnberg,Germany,,
2002,Poland,19.0,Maciej Żurawski,FW,FW,1976-09-12,25.0,Wisła Kraków,Poland,,
2002,Poland,20.0,Jacek Bąk,DF,DF,1973-03-24,29.0,Lens,France,,
2002,Poland,21.0,Marek Koźmiński,MF,MF,1971-02-07,31.0,Ancona,,,
2002,Poland,22.0,Adam Matysek,GK,GK,1968-07-19,33.0,RKS Radomsko,,,
2002,Poland,23.0,Paweł Sibik,MF,MF,1971-02-15,31.0,Odra Wodzisław,,,
2002,Portugal,1.0,Vítor Baía,GK,GK,1969-10-15,32.0,Porto,Portugal,,
2002,Portugal,2.0,Jorge Costa,DF,DF,1971-10-14,30.0,Porto,Portugal,,
2002,Portugal,3.0,Abel Xavier,DF,DF,1972-11-30,29.0,Liverpool,England,,
2002,Portugal,4.0,Marco Caneira,DF,DF,1979-02-09,23.0,Benfica,Portugal,,
2002,Portugal,5.0,Fernando Couto,DF,DF,1969-08-02,32.0,Lazio,Italy,,
2002,Portugal,6.0,Paulo Sousa,MF,MF,1970-08-30,31.0,Espanyol,Spain,,
2002,Portugal,7.0,Luís Figo,MF,MF,1972-11-04,29.0,Real Madrid,Spain,,
2002,Portugal,8.0,João Pinto,FW,FW,1971-08-19,30.0,Sporting CP,Portugal,,
2002,Portugal,9.0,Pauleta,FW,FW,1973-04-28,29.0,Bordeaux,France,,
2002,Portugal,10.0,Rui Costa,MF,MF,1972-03-29,30.0,Milan,Italy,,
2002,Portugal,11.0,Sérgio Conceição,MF,MF,1974-11-15,27.0,Inter Milan,Italy,,
2002,Portugal,12.0,Hugo Viana,MF,MF,1983-01-15,19.0,Sporting CP,Portugal,,
2002,Portugal,13.0,Jorge Andrade,DF,DF,1978-04-09,24.0,Porto,Portugal,,
2002,Portugal,14.0,Pedro Barbosa,MF,MF,1970-08-06,31.0,Sporting CP,Portugal,,
2002,Portugal,15.0,Nélson Pereira,GK,GK,1975-10-20,26.0,Sporting CP,Portugal,,
2002,Portugal,16.0,Ricardo,GK,GK,1976-02-11,26.0,Boavista,Portugal,,
2002,Portugal,17.0,Paulo Bento,MF,MF,1969-06-20,32.0,Sporting CP,Portugal,,
2002,Portugal,18.0,Nuno Frechaut,DF,DF,1977-09-24,24.0,Boavista,Portugal,,
2002,Portugal,19.0,Capucho,MF,MF,1972-02-21,30.0,Porto,Portugal,,
2002,Portugal,20.0,Petit,MF,MF,1976-09-25,25.0,Boavista,Portugal,,
2002,Portugal,21.0,Nuno Gomes,FW,FW,1976-07-05,25.0,Fiorentina,Italy,,
2002,Portugal,22.0,Beto,DF,DF,1976-05-03,26.0,Sporting CP,Portugal,,
2002,Portugal,23.0,Rui Jorge,DF,DF,1973-03-27,29.0,Sporting CP,Portugal,,
2002,Republic of Ireland,1.0,Shay Given,GK,GK,1976-04-20,26.0,Newcastle United,England,,
2002,Republic of Ireland,2.0,Steve Finnan,DF,DF,1976-04-24,26.0,Fulham,England,,
2002,Republic of Ireland,3.0,Ian Harte,DF,DF,1977-08-31,24.0,Leeds United,England,,
2002,Republic of Ireland,4.0,Kenny Cunningham,DF,DF,1971-06-28,30.0,Wimbledon,,,
2002,Republic of Ireland,5.0,Steve Staunton,DF,DF,1969-01-19,33.0,Aston Villa,England,,
2002,Republic of Ireland,6.0,Roy Keane*,MF,MF,1971-08-10,30.0,Manchester United,England,,
2002,Republic of Ireland,7.0,Jason McAteer,MF,MF,1971-06-18,30.0,Sunderland,England,,
2002,Republic of Ireland,8.0,Matt Holland,MF,MF,1974-04-11,28.0,Ipswich Town,England,,
2002,Republic of Ireland,9.0,Damien Duff,MF,MF,1979-03-02,23.0,Blackburn Rovers,England,,
2002,Republic of Ireland,10.0,Robbie Keane,FW,FW,1980-07-08,21.0,Leeds United,England,,
2002,Republic of Ireland,11.0,Kevin Kilbane,MF,MF,1977-02-01,25.0,Sunderland,England,,
2002,Republic of Ireland,12.0,Mark Kinsella,MF,MF,1972-08-12,29.0,Charlton Athletic,England,,
2002,Republic of Ireland,13.0,David Connolly,FW,FW,1977-06-06,24.0,Wimbledon,,,
2002,Republic of Ireland,14.0,Gary Breen,DF,DF,1973-12-12,28.0,Coventry City,England,,
2002,Republic of Ireland,15.0,Richard Dunne,DF,DF,1979-09-21,22.0,Manchester City,England,,
2002,Republic of Ireland,16.0,Dean Kiely,GK,GK,1970-10-10,31.0,Charlton Athletic,England,,
2002,Republic of Ireland,17.0,Niall Quinn,FW,FW,1966-10-06,35.0,Sunderland,England,,
2002,Republic of Ireland,18.0,Gary Kelly,DF,DF,1974-07-09,27.0,Leeds United,England,,
2002,Republic of Ireland,19.0,Clinton Morrison,FW,FW,1979-05-14,23.0,Crystal Palace,England,,
2002,Republic of Ireland,20.0,Andrew O'Brien,DF,DF,1979-06-29,22.0,Newcastle United,England,,
2002,Republic of Ireland,21.0,Steven Reid,MF,MF,1981-03-10,21.0,Millwall,England,,
2002,Republic of Ireland,22.0,Lee Carsley,MF,MF,1974-02-28,28.0,Everton,England,,
2002,Republic of Ireland,23.0,Alan Kelly,GK,GK,1968-08-11,33.0,Blackburn Rovers,England,,
2002,Russia,1.0,Ruslan Nigmatullin,GK,GK,1974-10-07,27.0,Hellas Verona,Italy,,
2002,Russia,2.0,Yuri Kovtun,DF,DF,1970-01-05,32.0,Spartak Moscow,Russia,,
2002,Russia,3.0,Yuriy Nikiforov,DF,DF,1970-09-16,31.0,PSV Eindhoven,Netherlands,,
2002,Russia,4.0,Alexey Smertin,MF,MF,1975-05-01,27.0,Bordeaux,France,,
2002,Russia,5.0,Andrei Solomatin,DF,DF,1975-09-09,26.0,CSKA Moscow,Russia,,
2002,Russia,6.0,Igor Semshov,MF,MF,1978-04-06,24.0,Torpedo Moscow,Russia,,
2002,Russia,7.0,Viktor Onopko,DF,DF,1969-10-14,32.0,Oviedo,,,
2002,Russia,8.0,Valery Karpin,MF,MF,1969-02-02,33.0,Celta Vigo,Spain,,
2002,Russia,9.0,Yegor Titov,MF,MF,1976-05-29,26.0,Spartak Moscow,Russia,,
2002,Russia,10.0,Aleksandr Mostovoi,MF,MF,1968-08-22,33.0,Celta Vigo,Spain,,
2002,Russia,11.0,Vladimir Beschastnykh,FW,FW,1974-04-01,28.0,Spartak Moscow,Russia,,
2002,Russia,12.0,Stanislav Cherchesov,GK,GK,1963-09-02,38.0,Tirol Innsbruck,,,
2002,Russia,13.0,Vyacheslav Dayev,DF,DF,1972-09-06,29.0,CSKA Moscow,Russia,,
2002,Russia,14.0,Igor Chugainov,DF,DF,1970-04-06,32.0,Uralan Elista,,,
2002,Russia,15.0,Dmitri Alenichev,MF,MF,1972-10-20,29.0,Porto,Portugal,,
2002,Russia,16.0,Aleksandr Kerzhakov,FW,FW,1982-11-27,19.0,Zenit Saint Petersburg,Russia,,
2002,Russia,17.0,Sergei Semak,MF,MF,1976-02-27,26.0,CSKA Moscow,Russia,,
2002,Russia,18.0,Dmitri Sennikov,DF,DF,1976-06-24,25.0,Lokomotiv Moscow,Russia,,
2002,Russia,19.0,Ruslan Pimenov,FW,FW,1981-11-25,20.0,Lokomotiv Moscow,Russia,,
2002,Russia,20.0,Marat Izmailov,MF,MF,1982-09-21,19.0,Lokomotiv Moscow,Russia,,
2002,Russia,21.0,Dmitri Khokhlov,MF,MF,1975-12-22,26.0,Real Sociedad,Spain,,
2002,Russia,22.0,Dmitri Sychev,FW,FW,1983-10-26,18.0,Spartak Moscow,Russia,,
2002,Russia,23.0,Aleksandr Filimonov,GK,GK,1973-10-15,28.0,Uralan Elista,,,
2002,Saudi Arabia,1.0,Mohamed Al-Deayea,GK,GK,1972-08-02,29.0,Al Hilal,Saudi Arabia,,
2002,Saudi Arabia,2.0,Mohammed Sheliah,DF,DF,1974-09-28,27.0,Al Ahli,Saudi Arabia,,
2002,Saudi Arabia,3.0,Redha Tukar,DF,DF,1975-11-29,26.0,Al Shabab,Saudi Arabia,,
2002,Saudi Arabia,4.0,Abdullah Zubromawi,DF,DF,1973-11-15,28.0,Al Ahli,Saudi Arabia,,
2002,Saudi Arabia,5.0,Mohsin Al-Harthi,DF,DF,1976-07-17,25.0,Al Nassr,Saudi Arabia,,
2002,Saudi Arabia,6.0,Fouzi Al-Shehri,DF,DF,1980-05-15,22.0,Al Ahli,Saudi Arabia,,
2002,Saudi Arabia,7.0,Ibrahim Suwayed,MF,MF,1974-07-21,27.0,Al Ahli,Saudi Arabia,,
2002,Saudi Arabia,8.0,Mohammed Noor,MF,MF,1978-02-26,24.0,Al-Ittihad,Saudi Arabia,,
2002,Saudi Arabia,9.0,Sami Al-Jaber,FW,FW,1972-12-11,29.0,Al Hilal,Saudi Arabia,,
2002,Saudi Arabia,10.0,Mohammad Al-Shalhoub,MF,MF,1980-12-08,21.0,Al Hilal,Saudi Arabia,,
2002,Saudi Arabia,11.0,Obeid Al-Dosari,FW,FW,1975-10-02,26.0,Al Ahli,Saudi Arabia,,
2002,Saudi Arabia,12.0,Ahmed Al-Dokhi,DF,DF,1976-10-25,25.0,Al Hilal,Saudi Arabia,,
2002,Saudi Arabia,13.0,Hussein Abdulghani,DF,DF,1977-01-21,25.0,Al Ahli,Saudi Arabia,,
2002,Saudi Arabia,14.0,Abdulaziz Al-Khathran,MF,MF,1973-07-31,28.0,Al Shabab,Saudi Arabia,,
2002,Saudi Arabia,15.0,Abdullah Al-Jumaan,FW,FW,1977-11-10,24.0,Al Hilal,Saudi Arabia,,
2002,Saudi Arabia,16.0,Khamis Al-Owairan,MF,MF,1973-09-08,28.0,Al-Ittihad,Saudi Arabia,,
2002,Saudi Arabia,17.0,Abdullah Al-Waked,MF,MF,1975-09-29,26.0,Al Shabab,Saudi Arabia,,
2002,Saudi Arabia,18.0,Nawaf Al-Temyat,MF,MF,1976-06-28,25.0,Al Hilal,Saudi Arabia,,
2002,Saudi Arabia,19.0,Omar Al-Ghamdi,MF,MF,1979-04-11,23.0,Al Hilal,Saudi Arabia,,
2002,Saudi Arabia,20.0,Al-Hasan Al-Yami,FW,FW,1972-08-21,29.0,Al-Ittihad,Saudi Arabia,,
2002,Saudi Arabia,21.0,Mabrouk Zaid,GK,GK,1979-02-11,23.0,Al-Ittihad,Saudi Arabia,,
2002,Saudi Arabia,22.0,Mohammed Al-Khojali,GK,GK,1973-01-15,29.0,Al Nassr,Saudi Arabia,,
2002,Saudi Arabia,23.0,Mansour Al-Thagafi,DF,DF,1979-01-14,23.0,Al Nassr,Saudi Arabia,,
2002,Senegal,1.0,Tony Sylva,GK,GK,1975-05-17,27.0,Monaco,France,,
2002,Senegal,2.0,Omar Daf,DF,DF,1977-02-12,25.0,Sochaux,France,,
2002,Senegal,3.0,Pape Sarr,MF,MF,1977-12-07,24.0,Lens,France,,
2002,Senegal,4.0,Pape Malick Diop,DF,DF,1974-12-29,27.0,Lorient,France,,
2002,Senegal,5.0,Alassane N'Dour,DF,DF,1981-12-12,20.0,Saint-Étienne,France,,
2002,Senegal,6.0,Aliou Cissé,DF,DF,1976-03-24,26.0,Montpellier,France,,
2002,Senegal,7.0,Henri Camara,FW,FW,1977-05-10,25.0,Sedan,France,,
2002,Senegal,8.0,Amara Traoré,FW,FW,1965-09-25,36.0,Gueugnon,,,
2002,Senegal,9.0,Souleymane Camara,FW,FW,1982-12-22,19.0,Monaco,France,,
2002,Senegal,10.0,Khalilou Fadiga,MF,MF,1974-12-30,27.0,Auxerre,France,,
2002,Senegal,11.0,El Hadji Diouf,FW,FW,1981-01-15,21.0,Lens,France,,
2002,Senegal,12.0,Amdy Faye,MF,MF,1977-03-12,25.0,Auxerre,France,,
2002,Senegal,13.0,Lamine Diatta,DF,DF,1975-07-02,26.0,Rennes,France,,
2002,Senegal,14.0,Moussa N'Diaye,MF,MF,1979-02-20,23.0,Sedan,France,,
2002,Senegal,15.0,Salif Diao,MF,MF,1977-02-10,25.0,Sedan,France,,
2002,Senegal,16.0,Omar Diallo,GK,GK,1972-09-28,29.0,Olympique Khouribga,,,
2002,Senegal,17.0,Ferdinand Coly,DF,DF,1973-09-10,28.0,Lens,France,,
2002,Senegal,18.0,Pape Thiaw,FW,FW,1981-02-05,21.0,Strasbourg,France,,
2002,Senegal,19.0,Papa Bouba Diop,MF,MF,1978-01-28,24.0,Lens,France,,
2002,Senegal,20.0,Sylvain N'Diaye,MF,MF,1976-06-25,25.0,Lille,France,,
2002,Senegal,21.0,Habib Beye,DF,DF,1977-10-19,24.0,Strasbourg,France,,
2002,Senegal,22.0,Kalidou Cissokho,GK,GK,1978-08-28,23.0,Jeanne d'Arc,,,
2002,Senegal,23.0,Makhtar N'Diaye,MF,MF,1981-12-31,20.0,Rennes,France,,
2002,Slovenia,1.0,Marko Simeunovič,GK,GK,1967-12-06,34.0,Maribor,Slovenia,,
2002,Slovenia,2.0,Goran Sankovič,DF,DF,1979-06-18,22.0,Slavia Prague,Czechia,,
2002,Slovenia,3.0,Željko Milinovič,DF,DF,1969-10-12,32.0,JEF United Ichihara,,,
2002,Slovenia,4.0,Muamer Vugdalić,DF,DF,1977-08-25,24.0,Maribor,Slovenia,,
2002,Slovenia,5.0,Marinko Galič,DF,DF,1970-04-22,32.0,Koper,,,
2002,Slovenia,6.0,Aleksander Knavs,DF,DF,1975-12-05,26.0,1. FC Kaiserslautern,Germany,,
2002,Slovenia,7.0,Džoni Novak,MF,MF,1969-09-04,32.0,SpVgg Unterhaching,,,
2002,Slovenia,8.0,Aleš Čeh,MF,MF,1968-04-07,34.0,Grazer AK,,,
2002,Slovenia,9.0,Milan Osterc,FW,FW,1975-07-04,26.0,Hapoel Tel Aviv,,,
2002,Slovenia,10.0,Zlatko Zahovič*,MF,MF,1971-02-01,31.0,Benfica,Portugal,,
2002,Slovenia,11.0,Miran Pavlin,MF,MF,1971-10-08,30.0,Porto,Portugal,,
2002,Slovenia,12.0,Mladen Dabanovič,GK,GK,1971-09-13,30.0,Lokeren,Belgium,,
2002,Slovenia,13.0,Mladen Rudonja,FW,FW,1971-07-26,30.0,Portsmouth,England,,
2002,Slovenia,14.0,Saša Gajser,DF,DF,1974-02-11,28.0,Gent,Belgium,,
2002,Slovenia,15.0,Rajko Tavčar,MF,MF,1974-07-21,27.0,1. FC Nürnberg,Germany,,
2002,Slovenia,16.0,Senad Tiganj,FW,FW,1975-08-28,26.0,Olimpija Ljubljana,Slovenia,,
2002,Slovenia,17.0,Zoran Pavlović,MF,MF,1976-06-27,25.0,Austria Wien,Austria,,
2002,Slovenia,18.0,Milenko Ačimovič,FW,FW,1977-02-15,25.0,Red Star Belgrade,Serbia,,
2002,Slovenia,19.0,Amir Karić,DF,DF,1973-12-31,28.0,Maribor,Slovenia,,
2002,Slovenia,20.0,Nastja Čeh,MF,MF,1978-01-26,24.0,Club Brugge,Belgium,,
2002,Slovenia,21.0,Sebastjan Cimirotič,FW,FW,1974-09-14,27.0,Lecce,Italy,,
2002,Slovenia,22.0,Dejan Nemec,GK,GK,1977-03-01,25.0,Club Brugge,Belgium,,
2002,Slovenia,23.0,Spasoje Bulajič,DF,DF,1975-11-24,26.0,1. FC Köln,Germany,,
2002,South Africa,1.0,Hans Vonk,GK,GK,1970-01-30,32.0,Heerenveen,,,
2002,South Africa,2.0,Cyril Nzama,DF,DF,1974-06-26,27.0,Kaizer Chiefs,South Africa,,
2002,South Africa,3.0,Bradley Carnell,DF,DF,1977-01-21,25.0,VfB Stuttgart,Germany,,
2002,South Africa,4.0,Aaron Mokoena,DF,DF,1980-11-25,21.0,Germinal Beerschot,,,
2002,South Africa,5.0,Jacob Lekgetho,DF,DF,1974-03-24,28.0,Lokomotiv Moscow,Russia,,
2002,South Africa,6.0,MacBeth Sibaya,MF,MF,1977-11-25,24.0,Jomo Cosmos,,,
2002,South Africa,7.0,Quinton Fortune,MF,MF,1977-05-21,25.0,Manchester United,England,,
2002,South Africa,8.0,Thabo Mngomeni,MF,MF,1969-06-24,32.0,Orlando Pirates,South Africa,,
2002,South Africa,9.0,MacDonald Mukansi,MF,MF,1975-05-26,27.0,Lokomotiv Sofia,Bulgaria,,
2002,South Africa,10.0,Bennett Mnguni,MF,MF,1974-03-18,28.0,Lokomotiv Moscow,Russia,,
2002,South Africa,11.0,Jabu Pule,MF,MF,1980-07-11,21.0,Kaizer Chiefs,South Africa,,
2002,South Africa,12.0,Teboho Mokoena,MF,MF,1974-07-10,27.0,St. Gallen,,,
2002,South Africa,13.0,Pierre Issa,DF,DF,1975-09-12,26.0,Watford,England,,
2002,South Africa,14.0,Siyabonga Nomvethe,FW,FW,1977-12-02,24.0,Udinese,Italy,,
2002,South Africa,15.0,Sibusiso Zuma,MF,MF,1975-06-23,26.0,Copenhagen,Denmark,,
2002,South Africa,16.0,Andre Arendse,GK,GK,1967-06-27,34.0,Santos Cape Town,,,
2002,South Africa,17.0,Benni McCarthy,FW,FW,1977-11-12,24.0,Porto,Portugal,,
2002,South Africa,18.0,Delron Buckley,MF,MF,1977-12-07,24.0,VfL Bochum,Germany,,
2002,South Africa,19.0,Lucas Radebe,DF,DF,1969-04-12,33.0,Leeds United,England,,
2002,South Africa,20.0,Calvin Marlin,GK,GK,1976-04-20,26.0,Ajax Cape Town,,,
2002,South Africa,21.0,Steven Pienaar,MF,MF,1982-03-17,20.0,Ajax,Netherlands,,
2002,South Africa,22.0,Thabang Molefe,DF,DF,1979-04-11,23.0,Jomo Cosmos,,,
2002,South Africa,23.0,George Koumantarakis,FW,FW,1974-03-27,28.0,Basel,Switzerland,,
2002,South Korea,1.0,Lee Woon-jae,GK,GK,1973-04-26,29.0,Suwon Samsung Bluewings,South Korea,,
2002,South Korea,2.0,Hyun Young-min,DF,DF,1979-12-25,22.0,Ulsan Hyundai Horangi,,,
2002,South Korea,3.0,Choi Sung-yong,MF,MF,1975-12-25,26.0,Suwon Samsung Bluewings,South Korea,,
2002,South Korea,4.0,Choi Jin-cheul,DF,DF,1971-03-26,31.0,Jeonbuk Hyundai Motors,South Korea,,
2002,South Korea,5.0,Kim Nam-il,MF,MF,1977-03-14,25.0,Jeonnam Dragons,,,
2002,South Korea,6.0,Yoo Sang-chul,MF,MF,1971-10-18,30.0,Kashiwa Reysol,Japan,,
2002,South Korea,7.0,Kim Tae-young,DF,DF,1970-11-08,31.0,Jeonnam Dragons,,,
2002,South Korea,8.0,Choi Tae-uk,FW,FW,1981-03-13,21.0,Anyang LG Cheetahs,,,
2002,South Korea,9.0,Seol Ki-hyeon,FW,FW,1979-01-08,23.0,Anderlecht,Belgium,,
2002,South Korea,10.0,Lee Young-pyo,DF,DF,1977-04-23,25.0,FC Seoul,South Korea,,
2002,South Korea,11.0,Choi Yong-soo,FW,FW,1973-09-10,28.0,JEF United Ichihara,,,
2002,South Korea,12.0,Kim Byung-ji,GK,GK,1970-04-08,32.0,Pohang Steelers,South Korea,,
2002,South Korea,13.0,Lee Eul-yong,MF,MF,1975-09-08,26.0,Jeju United FC,,,
2002,South Korea,14.0,Lee Chun-soo,FW,FW,1981-07-09,20.0,Ulsan Hyundai Horangi,,,
2002,South Korea,15.0,Lee Min-sung,DF,DF,1973-06-23,28.0,Busan IPark,,,
2002,South Korea,16.0,Cha Du-ri,FW,FW,1980-07-25,21.0,Korea University,,,
2002,South Korea,17.0,Yoon Jong-hwan,MF,MF,1973-02-16,29.0,Cerezo Osaka,Japan,,
2002,South Korea,18.0,Hwang Sun-hong,FW,FW,1968-07-14,33.0,Kashiwa Reysol,Japan,,
2002,South Korea,19.0,Ahn Jung-hwan,FW,FW,1976-01-27,26.0,Perugia,,,
2002,South Korea,20.0,Hong Myung-bo,DF,DF,1969-02-12,33.0,Pohang Steelers,South Korea,,
2002,South Korea,21.0,Park Ji-sung,MF,MF,1981-03-30,21.0,Kyoto Sanga FC,,,
2002,South Korea,22.0,Song Chong-gug,MF,MF,1979-02-20,23.0,Busan I'Cons,,,
2002,South Korea,23.0,Choi Eun-sung,GK,GK,1971-04-05,31.0,Daejeon Hana Citizen,,,
2002,Spain,1.0,Iker Casillas,GK,GK,1981-05-20,21.0,Real Madrid,Spain,,
2002,Spain,2.0,Curro Torres,DF,DF,1976-12-27,25.0,Valencia,Spain,,
2002,Spain,3.0,Juanfran,DF,DF,1976-07-15,25.0,Celta Vigo,Spain,,
2002,Spain,4.0,Iván Helguera,MF,MF,1975-03-18,27.0,Real Madrid,Spain,,
2002,Spain,5.0,Carles Puyol,DF,DF,1978-04-13,24.0,Barcelona,Spain,,
2002,Spain,6.0,Fernando Hierro,DF,DF,1968-03-23,34.0,Real Madrid,Spain,,
2002,Spain,7.0,Raúl,FW,FW,1977-06-27,24.0,Real Madrid,Spain,,
2002,Spain,8.0,Rubén Baraja,MF,MF,1975-07-11,26.0,Valencia,Spain,,
